date;mean
04-11-2022;457.69755380353723
05-11-2022;416.0310578590572
06-11-2022;334.31421956016453
07-11-2022;313.239931124959
08-11-2022;261.03693394711485
09-11-2022;342.8467514124294
10-11-2022;351.73641193297914
11-11-2022;310.79331218529705
12-11-2022;291.133648030683
01-11-2023;359.4199936888608
02-11-2023;450.18276762402087
03-11-2023;390.91736756676994
04-11-2023;399.69627507163324
05-11-2023;400.6384615384615
06-11-2023;272.26565161290324
