t,hotel_name,note,stars,price,address,localisation,link
20,Hotel Chavanel Paris,"4,4",4.0,203 €,"22 Rue Tronchet, Paris, Paris, 75008","[48.8721869, 2.3262636]",https://fr.hotels.com/ho453793/hotel-chavanel-paris-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037931&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=6187876&sort=RECOMMENDED&top_dp=203&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=201700983&selectedRatePlan=212164072&expediaPropertyId=7831081
21,Residhome Paris Opéra,"4,1",4.0,199 €,"30 Rue Joubert, Paris, Paris, 75009","[48.8747313, 2.3290603]",https://fr.hotels.com/ho249108/residhome-appart-hotel-paris-opera-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037932&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212952445&sort=RECOMMENDED&top_dp=199&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=233531&selectedRatePlan=1283460&expediaPropertyId=1584249
22,Libertel Gare Du Nord Suede,"4,2",3.0,120 €,"106 Boulevard Magenta, Paris, Paris, 75010","[48.8780017, 2.3547519]",https://fr.hotels.com/ho126956/libertel-gare-du-nord-suede-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037934&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953155&sort=RECOMMENDED&top_dp=120&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=232063&selectedRatePlan=200823845&expediaPropertyId=1872
23,Hotel Pilime,"4,3",3.0,143 €,"76 rue de Clichy, Paris, Paris, 75009","[48.8825849, 2.3279485]",https://fr.hotels.com/ho282946/hotel-pilime-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037931&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212957556&sort=RECOMMENDED&top_dp=143&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200575162&selectedRatePlan=210931799&expediaPropertyId=84205
24,Hôtel Gabriel Paris,"4,4",4.0,200 €,"25, Rue du Grand Prieuré, Paris, Paris, 75011","[48.8660949, 2.3683052]",https://fr.hotels.com/ho310414/hotel-gabriel-paris-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037934&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212952757&sort=RECOMMENDED&top_dp=200&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=352387&selectedRatePlan=200939991&expediaPropertyId=2499092
25,Hotel Le Magellan,"4,6",3.0,126 €,"17 Rue Jean-Baptiste Dumas, Paris, Paris, 75017","[48.8834204, 2.2925284]",https://fr.hotels.com/ho1055178752/hotel-le-magellan-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037932&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248634838840797&sort=RECOMMENDED&top_dp=126&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=215428701&selectedRatePlan=256150208&expediaPropertyId=32943086
26,Hotel Tiquetonne,"3,6",1.0,85 €,"6 Rue Tiquetonne, Paris, 75002","[48.8644617, 2.3495568]",https://fr.hotels.com/ho543851/hotel-tiquetonne-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037934&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212958430&sort=RECOMMENDED&top_dp=85&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=201237849&selectedRatePlan=207419450&expediaPropertyId=12067380
27,Les Jardins du Marais,"4,1",4.0,215 €,"74 Rue Amelot, Paris, Paris, 75011","[48.8604916, 2.3679958]",https://fr.hotels.com/ho120514/les-jardins-du-marais-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037934&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953602&sort=RECOMMENDED&top_dp=215&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200429730&selectedRatePlan=202920906&expediaPropertyId=20931
28,Chabrol Opéra,"3,6",3.0,112 €,"46 Rue De Chabrol, Paris, Paris, 75010","[48.8771944, 2.3511106]",https://fr.hotels.com/ho391643/chabrol-opera-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037934&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953155&sort=RECOMMENDED&top_dp=112&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200541101&selectedRatePlan=209228214&expediaPropertyId=860317
29,Hotel Viator Paris - Gare de Lyon,"4,1",3.0,159 €,"1 Rue Parrot, Paris, Paris, 75012","[48.8468165, 2.3724841]",https://fr.hotels.com/ho346183/hotel-viator-paris-gare-de-lyon-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037936&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953907&sort=RECOMMENDED&top_dp=159&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=498091&selectedRatePlan=1954451&expediaPropertyId=2685852
30,Hotel Liège Strasbourg,"4,1",2.0,132 €,"67 Boulevard de Strasbourg, Paris, Paris, 75010","[48.8737856, 2.3565458]",https://fr.hotels.com/ho211978/hotel-liege-strasbourg-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037936&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953679&sort=RECOMMENDED&top_dp=132&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200631996&selectedRatePlan=203040714&expediaPropertyId=1450480
31,Hôtel Armoni,"4,3",4.0,155 €,"7, Villa Berthier, Paris, Paris, 75017","[48.8851415, 2.2930709]",https://fr.hotels.com/ho509284/hotel-armoni-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037936&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248634838840797&sort=RECOMMENDED&top_dp=155&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200998572&selectedRatePlan=204862698&expediaPropertyId=10487085
32,Best Western Hotel Ronceray Opera,"3,7",3.0,116 €,"10 Boulevard Montmartre, Paris, Paris, 75009","[48.8718365, 2.3420974]",https://fr.hotels.com/ho144883/best-western-hotel-ronceray-opera-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037936&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953989&sort=RECOMMENDED&top_dp=116&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=201264011&selectedRatePlan=240271274&expediaPropertyId=8745
33,Citadines République Paris,"3,9",3.0,160 €,"75 Bis, Avenue Parmentier, Paris, Paris, 75011","[48.8611455, 2.3778135]",https://fr.hotels.com/ho206334/citadines-republique-paris-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037938&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953602&sort=RECOMMENDED&top_dp=160&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=210308992&selectedRatePlan=222211617&expediaPropertyId=457360
34,Hotel Liberty,,1.0,56 €,"16 rue de Nancy, Paris, Paris, 75010","[48.8725433, 2.3580976]",https://fr.hotels.com/ho470522/hotel-liberty-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037936&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212952485&sort=RECOMMENDED&top_dp=56&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200869953&selectedRatePlan=204415062&expediaPropertyId=8804655
35,Hôtel Mimosa,"3,7",1.0,79 €,"16 rue du Faubourg Saint Martin, Paris, 75010","[48.8697527, 2.3561117]",https://fr.hotels.com/ho560256/hotel-mimosa-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037940&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212952485&sort=RECOMMENDED&top_dp=79&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=201346823&selectedRatePlan=206561585&expediaPropertyId=12854486
36,Maxim Folies,"4,5",3.0,183 €,"14 Rue Geoffroy-Marie, Paris, Paris, 75009","[48.8737342, 2.3444965]",https://fr.hotels.com/ho344248/maxim-folies-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037938&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953989&sort=RECOMMENDED&top_dp=183&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200741782&selectedRatePlan=203684278&expediaPropertyId=691190
37,Hôtel Vacances Bleues Villa Modigliani,"4,0",3.0,119 €,"13 rue Delambre, Paris, Paris, 75014","[48.8416283, 2.3279666]",https://fr.hotels.com/ho241383/hotel-vacances-bleues-villa-modigliani-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037937&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=178673&sort=RECOMMENDED&top_dp=119&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=121622&selectedRatePlan=201309015&expediaPropertyId=201121
38,Hôtel Albe Bastille,"4,3",3.0,155 €,"66 Rue De Charenton, Paris, Paris, 75012","[48.8494146, 2.3744447]",https://fr.hotels.com/ho282507/hotel-albe-bastille-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037939&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953907&sort=RECOMMENDED&top_dp=155&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200271507&selectedRatePlan=201605520&expediaPropertyId=1383362
39,Residhotel Impérial Rennequin,"4,4",0,155 €,"34 Rue Rennequin, Paris, Paris, 75017","[48.8821211, 2.2975827]",https://fr.hotels.com/ho295730/residhotel-imperial-rennequin-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037937&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248634838840797&sort=RECOMMENDED&top_dp=155&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200656197&selectedRatePlan=244342661&expediaPropertyId=1611041
40,Hotel Little,"3,7",2.0,113 €,"3 Rue Pierre Chausson, Paris, Paris, 75010","[48.8704734, 2.3602334]",https://fr.hotels.com/ho283041/hotel-little-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037936&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212952485&sort=RECOMMENDED&top_dp=113&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=216611336&selectedRatePlan=264040475&expediaPropertyId=106607
41,Hotel Kyriad Paris 10 Canal Saint Martin,"3,8",3.0,103 €,"30 Rue Lucien Sampaix, Paris, Paris, 75010","[48.872834999999995, 2.3613774363244397]",https://fr.hotels.com/ho183316/hotel-kyriad-paris-10-canal-saint-martin-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037936&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212952485&sort=RECOMMENDED&top_dp=103&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200169178&selectedRatePlan=384135925&expediaPropertyId=442901
42,Hôtel D'Argenson,"3,9",2.0,122 €,"15 Rue Argenson à l'Angle du 111, Paris, 75008",,https://fr.hotels.com/ho527703/hotel-d-argenson-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037940&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248634838840690&sort=RECOMMENDED&top_dp=122&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=201116434&selectedRatePlan=210323995&expediaPropertyId=11256398
43,Hôtel Vacances Bleues Provinces Opéra,"4,4",3.0,113 €,"36 rue de l'Echiquier, Paris, Paris, 75010","[48.8717308, 2.3495541]",https://fr.hotels.com/ho241384/hotel-vacances-bleues-provinces-opera-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037938&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953679&sort=RECOMMENDED&top_dp=113&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=212404085&selectedRatePlan=236061080&expediaPropertyId=1471851
44,Maison Axel Opera,"4,4",3.0,153 €,"15 Rue De Montyon, Paris, Paris, 75009","[48.8731151, 2.3433356]",https://fr.hotels.com/ho193828/maison-axel-opera-ex-hotel-axel-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037939&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953989&sort=RECOMMENDED&top_dp=153&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200816716&selectedRatePlan=204101374&expediaPropertyId=12898
45,CADET Residence,"4,1",0,174 €,"7 Rue Cadet, Paris, Paris, 75009","[48.8747685, 2.3427513]",https://fr.hotels.com/ho323230/cadet-residence-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037941&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953989&sort=RECOMMENDED&top_dp=174&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=201710587&selectedRatePlan=208532397&expediaPropertyId=1633756
46,Hotel Diva Opéra,"4,3",4.0,170 €,"11 Rue De Trevise, Paris, Paris, 75009","[48.8732734, 2.3450666]",https://fr.hotels.com/ho288529/hotel-diva-opera-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037938&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953989&sort=RECOMMENDED&top_dp=170&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=201766609&selectedRatePlan=208814622&expediaPropertyId=898175
47,Opera Deauville Hotel,"3,7",3.0,126 €,"40 Rue D Amsterdam, Paris, Paris, 75009","[48.8781596, 2.3270357]",https://fr.hotels.com/ho127926/opera-deauville-hotel-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037940&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212957556&sort=RECOMMENDED&top_dp=126&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=423843&selectedRatePlan=201636721&expediaPropertyId=53583
48,Avalon Hotel Paris Gare du Nord,"3,6",3.0,99 €,"131/133 Boulevard Magenta, Paris, Paris, 75010","[48.873059, 2.3588074]",https://fr.hotels.com/ho228796/avalon-hotel-paris-gare-du-nord-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037941&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953155&sort=RECOMMENDED&top_dp=99&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=212107806&selectedRatePlan=234158489&expediaPropertyId=1190989
49,Hotel Gérando,"4,4",3.0,118 €,"11 Rue Gerando, Paris, Paris, 75009","[48.8825665, 2.3458739]",https://fr.hotels.com/ho341554/hotel-gerando-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037940&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212955795&sort=RECOMMENDED&top_dp=118&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200077732&selectedRatePlan=206510380&expediaPropertyId=68521
50,Hotel de l’Aqueduc,"3,9",3.0,139 €,"10 Rue Philippe De Girard, Paris, Paris, 75010","[48.8813376, 2.3619753]",https://fr.hotels.com/ho129521/hotel-de-l-aqueduc-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037942&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953155&sort=RECOMMENDED&top_dp=139&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=26658&selectedRatePlan=384766026&expediaPropertyId=2241
51,New Hôtel Saint Lazare,"3,3",3.0,139 €,"53 rue d'Amsterdam, Paris, Paris, 75008","[48.8801916, 2.3269556]",https://fr.hotels.com/ho183314/new-hotel-saint-lazare-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037941&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212957556&sort=RECOMMENDED&top_dp=139&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=24928&selectedRatePlan=25798&expediaPropertyId=525040
52,Hôtel Joyce - Astotel,"4,6",3.0,148 €,"29 Rue la Bruyère, Paris, Paris, 75009","[48.8788966, 2.3367316]",https://fr.hotels.com/ho348455/hotel-joyce-astotel-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037938&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212957556&sort=RECOMMENDED&top_dp=148&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200521850&selectedRatePlan=202780216&expediaPropertyId=1615638
53,Hotel Les Bulles de Paris,"4,2",4.0,165 €,"32 Rue Des Ecoles, Paris, Paris, 75005","[48.8490669, 2.3471917]",https://fr.hotels.com/ho125330/hotel-les-bulles-de-paris-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037940&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953609&sort=RECOMMENDED&top_dp=165&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200855902&selectedRatePlan=204336725&expediaPropertyId=34465
54,Hotel de Geneve,"3,7",3.0,132 €,"36, rue de Londres, Paris, Paris, 75009","[48.8777332, 2.3275292]",https://fr.hotels.com/ho239832/hotel-de-geneve-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037938&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212957556&sort=RECOMMENDED&top_dp=132&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200826186&selectedRatePlan=206441959&expediaPropertyId=106600
55,D'win Hotel,"4,0",2.0,211 €,"20 Rue Du Temple, Paris, Paris, 75004","[48.8587021, 2.3535853]",https://fr.hotels.com/ho462302/d-win-hotel-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037939&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212954077&sort=RECOMMENDED&top_dp=211&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200719421&selectedRatePlan=203571426&expediaPropertyId=17234
56,Lautrec Opera,"3,5",3.0,186 €,"8-10, rue d'Amboise, Paris, 75002","[48.8709361, 2.3394643]",https://fr.hotels.com/ho282303/lautrec-opera-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037942&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212957563&sort=RECOMMENDED&top_dp=186&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200653063&selectedRatePlan=383689521&expediaPropertyId=562160
57,Hôtel Léna,"4,2",3.0,86 €,"98, boulevard de Magenta, Paris, 75010","[48.8777691, 2.354961]",https://fr.hotels.com/ho599306/hotel-lena-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037943&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953155&sort=RECOMMENDED&top_dp=86&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=201544972&selectedRatePlan=211550455&expediaPropertyId=15386089
58,Best Western Premier Opera Faubourg,"4,0",4.0,129 €,"49-51 Rue La Fayette, Paris, Paris, 75009","[48.8754634, 2.341508960769519]",https://fr.hotels.com/ho121296/best-western-premier-opera-faubourg-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290037939&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953989&sort=RECOMMENDED&top_dp=129&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=201263768&selectedRatePlan=206121744&expediaPropertyId=2580
