name;grade;stars;prices;address;gps;link
Hôtel 34B - Astotel;4,6;3.0;154 €;34 Rue Bergere, Paris, Paris, 75009;[48.8727003, 2.3435855];https://fr.hotels.com/ho194609/hotel-34b-astotel-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459944171&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953989&sort=RECOMMENDED&top_dp=154&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=7798&selectedRatePlan=7798&expediaPropertyId=18868
OKKO Hotels Paris Gare de l'Est;4,6;4.0;119 €;30 A rue d'Alsace, Paris, 75010;[48.8776445, 2.3581956];https://fr.hotels.com/ho1100722624/okko-hotels-paris-gare-de-l-est-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459944171&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953155&sort=RECOMMENDED&top_dp=119&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=228629664&selectedRatePlan=264316311&expediaPropertyId=34366332
Timhotel Paris Gare de Lyon;3,7;3.0;121 €;3 Rue d'Austerlitz, Paris, Paris, 75012;[48.8468041, 2.370162];https://fr.hotels.com/ho199594/timhotel-paris-gare-de-lyon-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459944171&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953907&sort=RECOMMENDED&top_dp=121&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=201505817&selectedRatePlan=207560852&expediaPropertyId=1098400
Grand Hotel Nouvel Opera;3,3;3.0;89 €;152 Avenue Ledru Rollin, Paris, Paris, 75011;[48.8553767, 2.3786616];https://fr.hotels.com/ho135373/grand-hotel-nouvel-opera-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459944167&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953134&sort=RECOMMENDED&top_dp=89&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200820374&selectedRatePlan=204125383&expediaPropertyId=64872
23M Appartments;4,0;0;122 €;23 bis, rue des Messageries, Paris, 75010;[48.876137, 2.3508617];https://fr.hotels.com/ho709699040/23m-appartments-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459944171&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953679&sort=RECOMMENDED&top_dp=122&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=202425536&selectedRatePlan=212336681&expediaPropertyId=22146845
Acacia Hotel;3,7;0;95 €;30 bis avenue Parmentier, Paris, 75011;[48.8611455, 2.3778135];https://fr.hotels.com/ho633071/acacia-hotel-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459944174&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953602&sort=RECOMMENDED&top_dp=95&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=201709405&selectedRatePlan=208580451&expediaPropertyId=16344343
Libertel Austerlitz Jardin des Plantes;3,9;3.0;129 €;12 Boulevard de l'Hopital, Paris, Paris, 75005;[48.8424292, 2.363216];https://fr.hotels.com/ho127852/libertel-austerlitz-jardin-des-plantes-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459944174&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953069&sort=RECOMMENDED&top_dp=129&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200680478&selectedRatePlan=203344942&expediaPropertyId=1262
25hours Hotel Terminus Nord;4,5;4.0;141 €;12 Boulevard de Denain, Paris, Paris, 75010;[48.879657, 2.3549177];https://fr.hotels.com/ho112786/25hours-hotel-paris-terminus-nord-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459944174&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953155&trackingData=AAAAECKQGaCkBDPSwCGl34uMQjsRBy1w0u9IBG8dKoGq0wNSuoCQ8BoGhDI7yJh7yXh3m7OU2Vj-E09usSTXaV9IlHjtQRefWIpFziov7b9Td0ZrJ1Xiu1mNP3hZh2h-vpmoDLO18LA_F68zlWvM6f0zmiikRAn70nxYWPIEsr_emxsio5fkwFPhkkonPdgVE_9fjMnBiJuG7ajKGsm0VoZrEVTZQl8BPG11HCJENKMSY5-ZS2FaQTbGt7GJQvu3RYKp7RDYqFJ7SIzyYZo7MGiAGcsvXMpByoZR5a-hM6KT7FX4rKpj85L3hHgTTLoNI0gfULBGP-K3YyaIaBJSs2koulPf5scAXlO2DrtD7Nnzh8-0OE82GLQtJZNbXxTFNaMHoWibXlD7sdU9olnK6ngC4MPxI9LwjKIXjHYlLl4tyv52hOnr6-Q0ezVAQ489kYXDnDrsdVJiL1NMdC5pcAAgehBkfQToyGxYWWvCu1SGaL5EYeZ3RpJjoSE0sBtuTcjtgOahQtfjFFA9fbWM6Qja_dI0phCy3vawMpOFTURnQ7g7eDkoonToH4kD0EsfCBjbcPTmEKENHO1J42CuBMPZSRairTFWqeM_u9JGSmiht84Hz466a4jqPgdG00D_Cg3JhRagLmQBe50sZ3co-6aPY18AZdtXRAp2dVW_kM6pzuJ0Y3NVxzrC8wpabhTQQbgtCv5L55u7yYWrYeBz1QRPUvI-I4NbzINiAkDpEfw9oNcY_XBRq-CyO4EFgNuiMnH89V-ba5JAHqGFzqsPqew-0MuIE5vUenTkUDrPJiW_t96CTK_F21OYr_jS51-mnHeeN8cClQdbDutaU4V3w1-30q3A51rHsLMPjrgzH1-M3A9ddEUsFxHd1fLiFKDWRMqnqg9HuoFwVrfVwgnvbIHQpBWARq6I6nr7CjB0j7kz0fzrDY-cHtD5uRtsULKswG-1-C57PjtyPUolhiUnM5KKukvYMToMApps_PBjlgmNhdOF8jAnB2GqVkbp0pdaL0TElg%3D%3D&rank=5&testVersionOverride=Buttercup%2C31936.102311.0%2C33775.98848.1%2C38414.114301.0%2C40794.121819.2%2C38427.115718.1%2C42444.123988.0%2C42876.124673.0%2C42973.124182.1%2C42974.123984.1%2C42975.124629.0%2C42976.125426.1%2C42802.125960.1%2C33739.99567.0%2C37898.109354.0%2C37930.119094.0%2C43191.126721.1%2C43435.126644.0&slots=HSR_AC&position=18&beaconIssued=2022-03-28T09%3A32%3A22&sort=RECOMMENDED&top_dp=141&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=315826295&selectedRatePlan=384784568&expediaPropertyId=15940
Libertel Montmartre Opéra;4,0;3.0;111 €;32 Rue Duperré, Paris, Paris, 75009;[48.8820719, 2.334511];https://fr.hotels.com/ho130479/libertel-montmartre-opera-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459944174&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212957556&sort=RECOMMENDED&top_dp=111&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=315632453&selectedRatePlan=384183881&expediaPropertyId=3703
ATN Hotel;4,1;3.0;128 €;21 rue d'Athenes, Paris, Paris, 75009;[48.8779191, 2.327903];https://fr.hotels.com/ho228254/atn-hotel-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459944175&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212957556&sort=RECOMMENDED&top_dp=128&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=201326917&selectedRatePlan=209998731&expediaPropertyId=973411
Libertel Gare Du Nord Suede;4,2;3.0;120 €;106 Boulevard Magenta, Paris, Paris, 75010;[48.8780017, 2.3547519];https://fr.hotels.com/ho126956/libertel-gare-du-nord-suede-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459944174&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953155&sort=RECOMMENDED&top_dp=120&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=232063&selectedRatePlan=200823845&expediaPropertyId=1872
Les Jardins du Marais;4,1;4.0;215 €;74 Rue Amelot, Paris, Paris, 75011;[48.8604916, 2.3679958];https://fr.hotels.com/ho120514/les-jardins-du-marais-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459944174&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953602&sort=RECOMMENDED&top_dp=215&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200429730&selectedRatePlan=202920906&expediaPropertyId=20931
