;name;grade;stars;prices;address;gps;start_date;end_date;link
2696;Libertel Gare Du Nord Suede;8,3;3;181;10e arr., Paris;;07-11-2022;08-01-2022;https://www.booking.com/hotel/fr/libertel-suede-gare-du-nord.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=dfbb00ed41d5d70a1bf6adbad54ea432&aid=304142&ucfs=1&arphpl=1&checkin=2022-08-01&checkout=2022-08-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=22&hapos=422&sr_order=popularity&srpvid=c84b8b1e0476000b&srepoch=1648583741&all_sr_blocks=23078611_94354109_0_2_0%2C102634_94354109_0_2_0&highlighted_blocks=23078611_94354109_0_2_0%2C102634_94354109_0_2_0&matching_block_id=23078611_94354109_0_2_0&sr_pri_blocks=23078611_94354109_0_2_0__8653%2C102634_94354109_0_2_0__9490&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
2697;Hôtel de l'Exposition - Tour Eiffel;8,3;3;208;15e arr., Paris;;07-11-2022;08-01-2022;https://www.booking.com/hotel/fr/de-l-exposition-tour-eiffel.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=dfbb00ed41d5d70a1bf6adbad54ea432&aid=304142&ucfs=1&arphpl=1&checkin=2022-08-01&checkout=2022-08-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=23&hapos=423&sr_order=popularity&srpvid=c84b8b1e0476000b&srepoch=1648583741&all_sr_blocks=5378601_94272937_2_2_0%2C5378601_94272937_2_2_0&highlighted_blocks=5378601_94272937_2_2_0%2C5378601_94272937_2_2_0&matching_block_id=5378601_94272937_2_2_0&sr_pri_blocks=5378601_94272937_2_2_0__10420%2C5378601_94272937_2_2_0__10420&from=searchresults#hotelTmpl
2698;Hotel Monceau Wagram;7,2;4;272;17e arr., Paris;;07-11-2022;08-01-2022;https://www.booking.com/hotel/fr/monceauwagram.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=dfbb00ed41d5d70a1bf6adbad54ea432&aid=304142&ucfs=1&arphpl=1&checkin=2022-08-01&checkout=2022-08-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=24&hapos=424&sr_order=popularity&srpvid=c84b8b1e0476000b&srepoch=1648583741&all_sr_blocks=5104616_279745981_0_2_0%2C5104616_279745981_0_2_0&highlighted_blocks=5104616_279745981_0_2_0%2C5104616_279745981_0_2_0&matching_block_id=5104616_279745981_0_2_0&sr_pri_blocks=5104616_279745981_0_2_0__13576%2C5104616_279745981_0_2_0__13576&from=searchresults#hotelTmpl
2699;Hôtel Veryste Paris;8,5;4;408;9e arr., Paris;;07-11-2022;08-01-2022;https://www.booking.com/hotel/fr/riboutte-lafayette.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=dfbb00ed41d5d70a1bf6adbad54ea432&aid=304142&ucfs=1&arphpl=1&checkin=2022-08-01&checkout=2022-08-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=25&hapos=425&sr_order=popularity&srpvid=c84b8b1e0476000b&srepoch=1648583741&all_sr_blocks=7798913_344215133_2_2_0%2C7798913_344215133_2_2_0&highlighted_blocks=7798913_344215133_2_2_0%2C7798913_344215133_2_2_0&matching_block_id=7798913_344215133_2_2_0&sr_pri_blocks=7798913_344215133_2_2_0__20376%2C7798913_344215133_2_2_0__20376&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
2700;name;grade;stars;prices;address;gps;start_date;end_date;link
2701;Hôtel Bleu de Grenelle;8,9;4.0;275;15e arr., Paris;;07-11-2022;08-01-2022;https://www.booking.com/hotel/fr/grenelle-paris-tour-eiffel.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=dfbb00ed41d5d70a1bf6adbad54ea432&aid=304142&ucfs=1&arphpl=1&checkin=2022-08-01&checkout=2022-08-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=1&hapos=426&sr_order=popularity&srpvid=c84b8b1e0476000b&srepoch=1648583772&all_sr_blocks=5998002_346805524_0_2_0%2C5998002_346805524_0_2_0&highlighted_blocks=5998002_346805524_0_2_0%2C5998002_346805524_0_2_0&matching_block_id=5998002_346805524_0_2_0&sr_pri_blocks=5998002_346805524_0_2_0__13752%2C5998002_346805524_0_2_0__13752&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
2702;Rose Bourbon;8,6;3.0;470;15e arr., Paris;;07-11-2022;08-01-2022;https://www.booking.com/hotel/fr/rose-bourbon.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=dfbb00ed41d5d70a1bf6adbad54ea432&aid=304142&ucfs=1&arphpl=1&checkin=2022-08-01&checkout=2022-08-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=2&hapos=427&sr_order=popularity&srpvid=c84b8b1e0476000b&srepoch=1648583772&all_sr_blocks=299160616_295645552_0_2_0%2C299160616_295645552_0_2_0&highlighted_blocks=299160616_295645552_0_2_0%2C299160616_295645552_0_2_0&matching_block_id=299160616_295645552_0_2_0&sr_pri_blocks=299160616_295645552_0_2_0__23476%2C299160616_295645552_0_2_0__23476&from=searchresults#hotelTmpl
2703;Hôtel Oratio;8,7;3.0;323;5e arr., Paris;;07-11-2022;08-01-2022;https://www.booking.com/hotel/fr/agora-saint-germain-paris.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=dfbb00ed41d5d70a1bf6adbad54ea432&aid=304142&ucfs=1&arphpl=1&checkin=2022-08-01&checkout=2022-08-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=3&hapos=428&sr_order=popularity&srpvid=c84b8b1e0476000b&srepoch=1648583772&all_sr_blocks=5448802_347588056_2_2_0%2C5448802_347588056_2_2_0&highlighted_blocks=5448802_347588056_2_2_0%2C5448802_347588056_2_2_0&matching_block_id=5448802_347588056_2_2_0&sr_pri_blocks=5448802_347588056_2_2_0__16126%2C5448802_347588056_2_2_0__16126&from=searchresults#hotelTmpl
2704;Hotel Ekta Champs Elysées;9,0;4.0;1;8e arr., Paris;;07-11-2022;08-01-2022;https://www.booking.com/hotel/fr/ekta.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=dfbb00ed41d5d70a1bf6adbad54ea432&aid=304142&ucfs=1&arphpl=1&checkin=2022-08-01&checkout=2022-08-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=4&hapos=429&sr_order=popularity&srpvid=c84b8b1e0476000b&srepoch=1648583772&all_sr_blocks=131265901_88169955_0_2_0%2C131265901_88169955_0_2_0&highlighted_blocks=131265901_88169955_0_2_0%2C131265901_88169955_0_2_0&matching_block_id=131265901_88169955_0_2_0&sr_pri_blocks=131265901_88169955_0_2_0__55576%2C131265901_88169955_0_2_0__55576&from=searchresults#hotelTmpl
2705;Hôtel Marignan;8,0;1.0;283;5e arr., Paris;;07-11-2022;08-01-2022;https://www.booking.com/hotel/fr/marignan.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=dfbb00ed41d5d70a1bf6adbad54ea432&aid=304142&ucfs=1&arphpl=1&checkin=2022-08-01&checkout=2022-08-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=5&hapos=430&sr_order=popularity&srpvid=c84b8b1e0476000b&srepoch=1648583772&all_sr_blocks=29919007_331069504_0_2_0%2C29919010_331069504_0_2_0&highlighted_blocks=29919007_331069504_0_2_0%2C29919010_331069504_0_2_0&matching_block_id=29919007_331069504_0_2_0&sr_pri_blocks=29919007_331069504_0_2_0__16200%2C29919010_331069504_0_2_0__12100&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
2706;Ibis Styles Paris Place d'Italie - Butte Aux Cailles;8,6;3.0;174;13e arr., Paris;;07-11-2022;08-01-2022;https://www.booking.com/hotel/fr/ibis-style-paris-place-italie.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=dfbb00ed41d5d70a1bf6adbad54ea432&aid=304142&ucfs=1&arphpl=1&checkin=2022-08-01&checkout=2022-08-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=6&hapos=431&sr_order=popularity&srpvid=c84b8b1e0476000b&srepoch=1648583772&all_sr_blocks=191571702_102715945_1_1_0%2C191571702_102715945_1_1_0&highlighted_blocks=191571702_102715945_1_1_0%2C191571702_102715945_1_1_0&matching_block_id=191571702_102715945_1_1_0&sr_pri_blocks=191571702_102715945_1_1_0__8688%2C191571702_102715945_1_1_0__8688&from=searchresults#hotelTmpl
2707;Hôtel National Des Arts et Métiers;8,8;4.0;464;3e arr., Paris;;07-11-2022;08-01-2022;https://www.booking.com/hotel/fr/national-arts-et-metiers.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=dfbb00ed41d5d70a1bf6adbad54ea432&aid=304142&ucfs=1&arphpl=1&checkin=2022-08-01&checkout=2022-08-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=7&hapos=432&sr_order=popularity&srpvid=c84b8b1e0476000b&srepoch=1648583772&all_sr_blocks=216923701_97220159_0_2_0%2C216923701_97220159_0_2_0&highlighted_blocks=216923701_97220159_0_2_0%2C216923701_97220159_0_2_0&matching_block_id=216923701_97220159_0_2_0&sr_pri_blocks=216923701_97220159_0_2_0__23175%2C216923701_97220159_0_2_0__23175&from=searchresults#hotelTmpl
2708;LE MATISSIA;9,3;4.0;230;9e arr., Paris;;07-11-2022;08-01-2022;https://www.booking.com/hotel/fr/le-matissia-paris.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=dfbb00ed41d5d70a1bf6adbad54ea432&aid=304142&ucfs=1&arphpl=1&checkin=2022-08-01&checkout=2022-08-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=8&hapos=433&sr_order=popularity&srpvid=c84b8b1e0476000b&srepoch=1648583772&all_sr_blocks=448958801_338103729_0_0_0&highlighted_blocks=448958801_338103729_0_0_0&matching_block_id=448958801_338103729_0_0_0&sr_pri_blocks=448958801_338103729_0_0_0__22992&from=searchresults#hotelTmpl
2709;Hôtel Avama Prony;8,4;3.0;278;17e arr., Paris;;07-11-2022;08-01-2022;https://www.booking.com/hotel/fr/prony.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=dfbb00ed41d5d70a1bf6adbad54ea432&aid=304142&ucfs=1&arphpl=1&checkin=2022-08-01&checkout=2022-08-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=9&hapos=434&sr_order=popularity&srpvid=c84b8b1e0476000b&srepoch=1648583772&all_sr_blocks=5956702_344006302_0_2_0%2C5956702_344006302_0_2_0&highlighted_blocks=5956702_344006302_0_2_0%2C5956702_344006302_0_2_0&matching_block_id=5956702_344006302_0_2_0&sr_pri_blocks=5956702_344006302_0_2_0__13876%2C5956702_344006302_0_2_0__13876&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
2710;Hôtel du Ministère;9,0;4.0;420;8e arr., Paris;;07-11-2022;08-01-2022;https://www.booking.com/hotel/fr/hotelduministere.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=dfbb00ed41d5d70a1bf6adbad54ea432&aid=304142&ucfs=1&arphpl=1&checkin=2022-08-01&checkout=2022-08-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=10&hapos=435&sr_order=popularity&srpvid=c84b8b1e0476000b&srepoch=1648583772&all_sr_blocks=5067813_289833260_2_2_0%2C5067813_289833260_2_2_0&highlighted_blocks=5067813_289833260_2_2_0%2C5067813_289833260_2_2_0&matching_block_id=5067813_289833260_2_2_0&sr_pri_blocks=5067813_289833260_2_2_0__20976%2C5067813_289833260_2_2_0__20976&from=searchresults#hotelTmpl
2711;Libertel Austerlitz Jardin des Plantes;8,3;3.0;174;5e arr., Paris;;07-11-2022;08-01-2022;https://www.booking.com/hotel/fr/libertel-austerlitz.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=dfbb00ed41d5d70a1bf6adbad54ea432&aid=304142&ucfs=1&arphpl=1&checkin=2022-08-01&checkout=2022-08-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=11&hapos=436&sr_order=popularity&srpvid=c84b8b1e0476000b&srepoch=1648583772&all_sr_blocks=5329008_94272545_0_2_0%2C5329002_94272545_0_2_0&highlighted_blocks=5329008_94272545_0_2_0%2C5329002_94272545_0_2_0&matching_block_id=5329008_94272545_0_2_0&sr_pri_blocks=5329008_94272545_0_2_0__8281%2C5329002_94272545_0_2_0__9118&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
2712;Hotel 10 Opéra by HappyCulture;8,3;3.0;328;9e arr., Paris;;07-11-2022;08-01-2022;https://www.booking.com/hotel/fr/royal-opera.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=dfbb00ed41d5d70a1bf6adbad54ea432&aid=304142&ucfs=1&arphpl=1&checkin=2022-08-01&checkout=2022-08-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=12&hapos=437&sr_order=popularity&srpvid=c84b8b1e0476000b&srepoch=1648583772&all_sr_blocks=5851302_278758961_0_2_0%2C5851302_278758961_0_2_0&highlighted_blocks=5851302_278758961_0_2_0%2C5851302_278758961_0_2_0&matching_block_id=5851302_278758961_0_2_0&sr_pri_blocks=5851302_278758961_0_2_0__16376%2C5851302_278758961_0_2_0__16376&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
2713;Hôtel Le Beaugency;8,0;3.0;318;7e arr., Paris;;07-11-2022;08-01-2022;https://www.booking.com/hotel/fr/beaugency.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=dfbb00ed41d5d70a1bf6adbad54ea432&aid=304142&ucfs=1&arphpl=1&checkin=2022-08-01&checkout=2022-08-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=13&hapos=438&sr_order=popularity&srpvid=c84b8b1e0476000b&srepoch=1648583772&all_sr_blocks=5888002_266009094_2_2_0%2C5888002_266009094_2_2_0&highlighted_blocks=5888002_266009094_2_2_0%2C5888002_266009094_2_2_0&matching_block_id=5888002_266009094_2_2_0&sr_pri_blocks=5888002_266009094_2_2_0__15876%2C5888002_266009094_2_2_0__15876&from=searchresults#hotelTmpl
2714;Hotel du Champ de Mars;8,9;3.0;430;7e arr., Paris;[6.1337777, 1.2259398];07-11-2022;08-01-2022;https://www.booking.com/hotel/fr/du-champ-de-mars.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=dfbb00ed41d5d70a1bf6adbad54ea432&aid=304142&ucfs=1&arphpl=1&checkin=2022-08-01&checkout=2022-08-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=14&hapos=439&sr_order=popularity&srpvid=c84b8b1e0476000b&srepoch=1648583772&all_sr_blocks=130092202_325510153_0_2_0%2C130092202_325510153_0_2_0&highlighted_blocks=130092202_325510153_0_2_0%2C130092202_325510153_0_2_0&matching_block_id=130092202_325510153_0_2_0&sr_pri_blocks=130092202_325510153_0_2_0__21476%2C130092202_325510153_0_2_0__21476&from=searchresults#hotelTmpl
2715;Hôtel Harvey;8,6;3.0;296;17e arr., Paris;[6.1337777, 1.2259398];07-11-2022;08-01-2022;https://www.booking.com/hotel/fr/hotelharvey.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=dfbb00ed41d5d70a1bf6adbad54ea432&aid=304142&ucfs=1&arphpl=1&checkin=2022-08-01&checkout=2022-08-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=15&hapos=440&sr_order=popularity&srpvid=c84b8b1e0476000b&srepoch=1648583772&all_sr_blocks=5081402_346543910_0_2_0%2C5081402_346543910_0_2_0&highlighted_blocks=5081402_346543910_0_2_0%2C5081402_346543910_0_2_0&matching_block_id=5081402_346543910_0_2_0&sr_pri_blocks=5081402_346543910_0_2_0__14776%2C5081402_346543910_0_2_0__14776&from=searchresults#hotelTmpl
2716;Chatillon Paris Montparnasse;7,8;3.0;258;14e arr., Paris;[6.1337777, 1.2259398];07-11-2022;08-01-2022;https://www.booking.com/hotel/fr/chatillon.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=dfbb00ed41d5d70a1bf6adbad54ea432&aid=304142&ucfs=1&arphpl=1&checkin=2022-08-01&checkout=2022-08-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=16&hapos=441&sr_order=popularity&srpvid=c84b8b1e0476000b&srepoch=1648583772&all_sr_blocks=5421910_197653079_0_2_0%2C5421910_197653079_0_2_0&highlighted_blocks=5421910_197653079_0_2_0%2C5421910_197653079_0_2_0&matching_block_id=5421910_197653079_0_2_0&sr_pri_blocks=5421910_197653079_0_2_0__12876%2C5421910_197653079_0_2_0__12876&from=searchresults#hotelTmpl
2717;Citadines Didot Montparnasse;7,8;3.0;178;14e arr., Paris;[6.1337777, 1.2259398];07-11-2022;08-01-2022;https://www.booking.com/hotel/fr/citadines-aparthotel-didotalesia.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=dfbb00ed41d5d70a1bf6adbad54ea432&aid=304142&ucfs=1&arphpl=1&checkin=2022-08-01&checkout=2022-08-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=17&hapos=442&sr_order=popularity&srpvid=c84b8b1e0476000b&srepoch=1648583772&all_sr_blocks=65780_204494229_4_2_0&highlighted_blocks=65780_204494229_4_2_0&matching_block_id=65780_204494229_4_2_0&sr_pri_blocks=65780_204494229_4_2_0__17752&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
2718;Résidence Internationale De Paris;7,6;;229;20e arr., Paris;[6.1337777, 1.2259398];07-11-2022;08-01-2022;https://www.booking.com/hotel/fr/residence-internationale-de-paris.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=dfbb00ed41d5d70a1bf6adbad54ea432&aid=304142&ucfs=1&arphpl=1&checkin=2022-08-01&checkout=2022-08-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=18&hapos=443&sr_order=popularity&srpvid=c84b8b1e0476000b&srepoch=1648583772&all_sr_blocks=29998202_347155836_3_0_0%2C29998207_347155836_0_1_0&highlighted_blocks=29998202_347155836_3_0_0%2C29998207_347155836_0_1_0&matching_block_id=29998202_347155836_3_0_0&sr_pri_blocks=29998202_347155836_3_0_0__16512%2C29998207_347155836_0_1_0__6388&from=searchresults#hotelTmpl
2719;Hôtel Thérèse;8,7;4.0;440;1er arr., Paris;[6.1337777, 1.2259398];07-11-2022;08-01-2022;https://www.booking.com/hotel/fr/hoteltherese.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=dfbb00ed41d5d70a1bf6adbad54ea432&aid=304142&ucfs=1&arphpl=1&checkin=2022-08-01&checkout=2022-08-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=19&hapos=444&sr_order=popularity&srpvid=c84b8b1e0476000b&srepoch=1648583772&all_sr_blocks=21213831_240133493_2_2_0%2C21213831_240133493_2_2_0&highlighted_blocks=21213831_240133493_2_2_0%2C21213831_240133493_2_2_0&matching_block_id=21213831_240133493_2_2_0&sr_pri_blocks=21213831_240133493_2_2_0__21976%2C21213831_240133493_2_2_0__21976&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
2720;Balmoral Champs Elysées;8,5;4.0;296;17e arr., Paris;[6.1337777, 1.2259398];07-11-2022;08-01-2022;https://www.booking.com/hotel/fr/balmoral-paris.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=dfbb00ed41d5d70a1bf6adbad54ea432&aid=304142&ucfs=1&arphpl=1&checkin=2022-08-01&checkout=2022-08-02&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=9&req_age=9&hpos=20&hapos=445&sr_order=popularity&srpvid=c84b8b1e0476000b&srepoch=1648583772&all_sr_blocks=24080607_88551170_0_2_0%2C24080607_88551170_0_2_0&highlighted_blocks=24080607_88551170_0_2_0%2C24080607_88551170_0_2_0&matching_block_id=24080607_88551170_0_2_0&sr_pri_blocks=24080607_88551170_0_2_0__14805%2C24080607_88551170_0_2_0__14805&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
